rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
611,Sally Beauty Holdings,592,"$3,938 ",-0.40%,$215.10 ,-3.50%,"$2,123 ","$2,058 ","21,755",Christian A. Brickman,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,-,Denton,TX,33.2148412,-97.1330683
612,Flowers Foods,594,"$3,921 ",-0.20%,$150.10 ,-8.30%,"$2,660 ","$4,604 ","9,800",Allen L. Shiver,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,-,Thomasville,GA,30.8365815,-83.9787808
613,Barnes & Noble,555,"$3,895 ",-11.50%,$22.00 ,-,"$1,933 ",$360 ,"18,592",Demos Parneros,Chief Executive Officer &  Director,Retailing,Specialty Retailers: Other,-,New York,NY,40.7127753,-74.0059728
614,American Equity Investment Life,883,"$3,892 ",75.30%,$174.60 ,109.80%,"$62,031 ","$2,639 ",515,John M. Matovina,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",-,West Des Moines,IA,41.5772115,-93.711332
615,Vulcan Materials,635,"$3,890 ",8.30%,$601.20 ,43.30%,"$9,505 ","$15,110 ","8,287",J. Thomas Hill,"Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",-,Birmingham,AL,33.5206608,-86.80249
616,Taylor Morrison Home,644,"$3,885 ",9.40%,$91.20 ,73.40%,"$4,326 ","$2,610 ","1,800",Sheryl D. Palmer,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,-,Scottsdale,AZ,33.4941704,-111.9260519
617,Westinghouse Air Brake,742,"$3,882 ",32.40%,$262.30 ,-14.00%,"$6,580 ","$7,822 ","18,000",Raymond T. Betler,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Wilmerding,PA,40.3909023,-79.8100472
618,Crestwood Equity Partners,805,"$3,881 ",54.00%,($191.90),-,"$4,285 ","$1,824 ",954,Robert G Phillips,"Chairman, President &  Chief Executive Officer",Energy,Energy,-,Houston,TX,29.7604267,-95.3698028
619,Iron Mountain,649,"$3,846 ",9.10%,$183.80 ,75.40%,"$10,972 ","$9,375 ","24,000",William L. Meaney,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Boston,MA,42.3600825,-71.0588801
620,Lennox International,627,"$3,840 ",5.40%,$305.70 ,10.00%,"$1,892 ","$8,415 ","11,450",Todd M. Bluedorn,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,-,Richardson,TX,32.9483335,-96.7298519
621,General Cable,603,"$3,837 ",-0.50%,($56.60),-,"$2,235 ","$1,499 ","8,500",Massimo Battaini,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",-,Highland Heights,KY,39.0331169,-84.4518854
622,American Eagle Outfitters,630,"$3,796 ",5.10%,$204.20 ,-3.90%,"$1,816 ","$3,540 ","24,100",Jay L. Schottenstein,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Pittsburgh,PA,40.4406248,-79.9958864
623,Church & Dwight,652,"$3,776 ",8.10%,$743.40 ,62.00%,"$6,015 ","$12,294 ","4,700",Matthew T. Farrell,"President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,-,Ewing Township,NJ,40.2599864,-74.7909125
624,Platform Specialty Products,636,"$3,776 ",5.30%,($296.20),-,"$10,252 ","$2,774 ","7,850",Rakesh Sachdev,Chief Executive Officer &  Director,Chemicals,Chemicals,-,West Palm Beach,FL,26.7153424,-80.0533746
625,JELD-WEN Holding,,"$3,764 ",2.40%,$10.80 ,-97.10%,"$2,863 ","$3,257 ","21,000",Gary S. Michel,Chairman &  Interim Chief Executive Officer,Materials,"Building Materials, Glass",-,Charlotte,NC,35.2270869,-80.8431267
626,OneMain Holdings,602,"$3,756 ",-3.30%,$183.00 ,-14.90%,"$19,433 ","$4,062 ","10,100",Jay N. Levine,"President, Chief Executive Officer &  Director",Financials,Diversified Financials,-,Evansville,IN,37.9715592,-87.5710898
627,Colfax,626,"$3,737 ",2.50%,$151.10 ,17.90%,"$6,710 ","$3,934 ","14,300",Matthew L. Trerotola,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Annapolis Junction,MD,39.1202934,-76.7769324
628,Zebra Technologies,639,"$3,722 ",4.10%,$17.00 ,-,"$4,275 ","$7,412 ","7,000",Anders Gustafsson,Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Lincolnshire,IL,42.1900249,-87.9084039
629,Andersons,595,"$3,686 ",-6.10%,$42.50 ,266.70%,"$2,162 ",$943 ,"1,819",Patrick E. Bowe,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Production,-,Maumee,OH,41.5628294,-83.6538244
630,TD Ameritrade Holding,674,"$3,685 ",10.50%,$872.00 ,3.60%,"$38,627 ","$33,605 ","10,412",Timothy D. Hockey,"President, Chief Executive Officer &  Director",Financials,Securities,-,Omaha,NE,41.2565369,-95.9345034
631,Carlyle Group,869,"$3,676 ",61.60%,$244.10 ,3714.10%,"$12,281 ","$2,145 ","1,600",Kewsong Lee/Glenn A. Youngkin,Co-Chief Executive Officer &  Director,Financials,Securities,-,Leavenworth,WA,47.7510741,-120.7401385
632,Hubbell,650,"$3,669 ",4.70%,$243.10 ,-17.00%,"$3,721 ","$6,678 ","17,700",David G. Nord,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Shelton,CT,41.3164856,-73.0931641
633,Trinity Industries,539,"$3,663 ",-20.20%,$702.50 ,104.50%,"$9,543 ","$4,921 ","15,605",Timothy R. Wallace,"Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,-,Dallas,TX,32.7766642,-96.7969879
634,Darling Ingredients,665,"$3,662 ",7.80%,$128.50 ,25.60%,"$4,958 ","$2,848 ","9,800",Randall C. Stuewe,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,-,Irving,TX,32.8140177,-96.9488945
635,Flowserve,589,"$3,661 ",-8.30%,$2.70 ,-98.00%,"$4,911 ","$5,668 ","17,000",R. Scott Rowe,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Irving,TX,32.8140177,-96.9488945
636,Antero Resources,,"$3,656 ",109.50%,$615.10 ,-,"$15,262 ","$6,283 ",593,Paul M. Rady,Chairman &  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,Denver,CO,39.7392358,-104.990251
637,Skyworks Solutions,680,"$3,651 ",11.00%,"$1,010.20 ",1.50%,"$4,574 ","$18,264 ","8,400",Liam K. Griffin,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Woburn,MA,42.4792618,-71.1522765
638,Landstar System,699,"$3,649 ",15.10%,$177.10 ,28.90%,"$1,353 ","$4,604 ","1,273",James B. Gattoni,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Jacksonville,FL,30.3321838,-81.655651
639,Buckeye Partners,685,"$3,648 ",12.30%,$478.80 ,-10.60%,"$10,305 ","$5,494 ","1,870",Clark C. Smith,"Chairman, President &  Chief Executive Officer",Energy,Pipelines,-,Houston,TX,29.7604267,-95.3698028
640,MRC Global,726,"$3,646 ",19.90%,$50.00 ,-,"$2,340 ","$1,517 ","3,580",Andrew R. Lane,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.3698028
641,CME Group,633,"$3,645 ",1.40%,"$4,063.40 ",164.90%,"$75,791 ","$55,058 ","2,830",Terrence A. Duffy,Chairman &  Chief Executive Officer,Financials,Securities,-,Chicago,IL,41.8781136,-87.6297982
642,Greif,676,"$3,638 ",9.50%,$118.60 ,58.30%,"$3,232 ","$2,636 ","13,000",Peter G. Watson,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",-,Delaware,OH,40.2986724,-83.067965
643,Nexeo Solutions,,"$3,637 ",241.30%,$14.40 ,-,"$2,254 ",$960 ,"2,640",David A. Bradley,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,The Woodlands,TX,30.1658207,-95.4612625
644,Cooper-Standard Holdings,655,"$3,618 ",4.20%,$135.30 ,-2.70%,"$2,726 ","$2,200 ","32,000",Jeffrey S. Edwards,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Novi,MI,42.48059,-83.4754913
645,Urban Outfitters,645,"$3,616 ",2.00%,$108.30 ,-50.40%,"$1,953 ","$4,001 ","16,330",Richard A. Hayne,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Philadelphia,PA,39.9525839,-75.1652215
646,LSC Communications,625,"$3,603 ",-1.40%,($57.00),-153.80%,"$2,014 ",$608 ,"24,000",Thomas J. Quinlan III,"Chairman, President &  Chief Executive Officer",Media,"Publishing, Printing",-,Chicago,IL,41.8781136,-87.6297982
647,Sabre,668,"$3,599 ",6.70%,$242.50 ,0.00%,"$5,649 ","$5,887 ","9,000",Sean E. Menke,"President, Chief Executive Officer &  Director",Technology,Internet Services and Retailing,-,Southlake,TX,32.9412363,-97.1341783
648,Green Plains,662,"$3,596 ",5.40%,$61.10 ,472.60%,"$2,785 ",$688 ,"1,427",Todd A. Becker,"President, Chief Executive Officer &  Director",Energy,Energy,-,Omaha,NE,41.2565369,-95.9345034
649,Hexion,659,"$3,591 ",4.50%,($234.00),-,"$2,097 ",-,"4,300",Craig A. Rogerson,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Columbus,OH,39.9611755,-82.9987942
650,Stericycle,642,"$3,581 ",0.50%,$42.40 ,-79.50%,"$6,988 ","$5,007 ","23,200",Charles A. Alutto,"President, Chief Executive Officer &  Director",Business Services,Waste Management,-,Lake Forest,IL,42.2586342,-87.840625
651,Warner Music Group,686,"$3,576 ",10.20%,$143.00 ,472.00%,"$5,718 ",-,"4,520",Stephen F. Cooper,"President, Chief Executive Officer &  Director",Media,Entertainment,-,New York,NY,40.7127753,-74.0059728
652,Ventas,658,"$3,574 ",3.80%,"$1,356.50 ",108.90%,"$23,955 ","$17,643 ",493,Debra A. Cafaro,Chairman &  Chief Executive Officer,Financials,Real estate,-,Chicago,IL,41.8781136,-87.6297982
653,ScanSource,647,"$3,568 ",0.80%,$69.20 ,8.80%,"$1,718 ",$909 ,"2,000",Michael L. Baur,Chief Executive Officer &  Director,Wholesalers,Wholesalers: Electronics and Office Equipment,-,Greenville,SC,34.8526176,-82.3940104
654,Pinnacle West Capital,651,"$3,565 ",1.90%,$488.50 ,10.50%,"$17,019 ","$8,932 ","6,292",Donald E. Brandt,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,-,Phoenix,AZ,33.4483771,-112.0740373
655,Scripps Networks Interactive,664,"$3,562 ",4.70%,$623.90 ,-7.40%,"$6,522 ",$0 ,"3,600",David M. Zaslav,CEO-Discovery,Media,Entertainment,-,Knoxville,TN,35.9606384,-83.9207392
656,Alexion Pharmaceuticals,714,"$3,551 ",15.10%,$443.30 ,11.00%,"$13,583 ","$24,784 ","2,525",Ludwig N. Hantson,Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,-,New Haven,CT,41.308274,-72.9278835
657,Pitney Bowes,663,"$3,550 ",4.20%,$261.30 ,181.60%,"$6,679 ","$2,038 ","14,700",Marc B. Lautenbach,"President, Chief Executive Officer &  Director",Technology,"Computers, Office Equipment",-,Stamford,CT,41.0534302,-73.5387341
658,CIT Group,550,"$3,545 ",-20.40%,$468.20 ,-,"$49,279 ","$6,649 ","4,167",Ellen R. Alemany,Chairwoman &  CEO,Financials,Commercial Banks,-,New York,NY,40.7127753,-74.0059728
659,Country Financial,657,"$3,542 ",2.40%,$187.30 ,39.00%,"$14,664 ",-,"3,834",Kurt F. Bock,Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Bloomington,IL,40.4842027,-88.9936873
660,CUNA Mutual Group,683,"$3,541 ",8.20%,$303.20 ,36.20%,"$20,595 ",-,"3,300",Robert N. Trunzo,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Madison,WI,43.0730517,-89.4012302
661,Triumph Group,601,"$3,533 ",-9.10%,($43.00),-,"$4,415 ","$1,252 ","14,309",Daniel J. Crowley,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Berwyn,PA,40.045824,-75.4395931
662,TransDigm Group,698,"$3,529 ",11.30%,$596.90 ,1.80%,"$9,976 ","$16,021 ","9,200",Kevin M. Stein,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,Cleveland,OH,41.49932,-81.6943605
663,Allegheny Technologies,707,"$3,525 ",12.50%,($91.90),-,"$5,185 ","$2,974 ","8,600",Richard J. Harshman,"Chairman, President &  Chief Executive Officer",Materials,Metals,-,Pittsburgh,PA,40.4406248,-79.9958864
664,Resolute Forest Products,646,"$3,513 ",-0.90%,($84.00),-,"$4,147 ",$749 ,"7,700",Yves Laflamme,"President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,-,Catawba,SC,34.8529233,-80.9111862
665,Acuity Brands,679,"$3,505 ",6.50%,$321.70 ,10.60%,"$2,900 ","$5,868 ","12,500",Vernon J. Nagel,"Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Atlanta,GA,33.7489954,-84.3879824
666,Abercrombie & Fitch,675,"$3,493 ",5.00%,$7.10 ,79.30%,"$2,326 ","$1,651 ","22,500",Fran Horowitz-Bonadies,Chief Executive Officer &  Director,Retailing,Specialty Retailers: Apparel,-,New Albany,OH,40.0811745,-82.8087864
667,KLA-Tencor,733,"$3,480 ",16.60%,$926.10 ,31.50%,"$5,532 ","$17,073 ","5,990",Richard P. Wallace,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Milpitas,CA,37.4323341,-121.8995741
668,Weis Markets,706,"$3,467 ",10.50%,$98.40 ,12.90%,"$1,442 ","$1,102 ","23,000",Jonathan H. Weis,"Chairman, President &  Chief Executive Officer",Food &  Drug Stores,Food and Drug Stores,-,Sunbury,PA,40.862585,-76.7944104
669,Puget Energy,700,"$3,460 ",9.40%,$175.20 ,-44.00%,"$13,691 ",-,"3,140",Kimberly J. Harris,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Bellevue,WA,47.6101497,-122.2015159
670,Mednax,697,"$3,458 ",8.60%,$320.40 ,-1.40%,"$5,867 ","$5,251 ","14,000",Roger J. Medel,Chief Executive Officer &  Director,Health Care,Health Care: Pharmacy and Other Services,-,Fort Lauderdale,FL,26.1669711,-80.256595
671,Kar Auction Services,702,"$3,458 ",9.80%,$362.00 ,62.80%,"$6,984 ","$7,285 ","15,488",James P. Hallett,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Carmel,IN,39.978371,-86.1180435
672,PolyOne,673,"$3,452 ",3.40%,($57.70),-134.90%,"$2,705 ","$3,400 ","6,400",Robert M. Patterson,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Avon Lake,OH,41.5053178,-82.0282001
673,FMC,681,"$3,442 ",4.80%,$535.80 ,156.20%,"$9,206 ","$10,297 ","7,000",Pierre R. Brondeau,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Philadelphia,PA,39.9525839,-75.1652215
674,Edwards Lifesciences,734,"$3,435 ",15.90%,$583.60 ,2.50%,"$5,696 ","$29,372 ","12,200",Michael A. Mussallem,Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,-,Irvine,CA,33.6845673,-117.8265049
675,Microchip Technology,897,"$3,426 ",57.60%,$164.60 ,-49.20%,"$7,687 ","$21,410 ","12,656",Steve Sanghi,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,-,Chandler,AZ,33.3061605,-111.8412502
676,Amerco,682,"$3,422 ",4.50%,$398.40 ,-18.50%,"$9,406 ","$6,767 ","20,376",Edward J. Shoen,"Chairman, President &  Chief Executive Officer",Transportation,"Trucking, Truck Leasing",-,Reno,NV,39.5296329,-119.8138027
677,Mercury General,689,"$3,416 ",5.80%,$144.90 ,98.30%,"$5,101 ","$2,538 ","4,300",Gabriel Tirador,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),-,Los Angeles,CA,34.0522342,-118.2436849
678,American National Insurance,688,"$3,411 ",5.70%,$493.70 ,172.70%,"$26,387 ","$3,150 ","4,621",James E. Pozzi,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",-,Galveston,TX,29.3013479,-94.7976958
679,Carters,694,"$3,400 ",6.30%,$302.80 ,17.30%,"$2,068 ","$4,902 ","20,900",Michael D. Casey,Chairman &  Chief Executive Officer,Apparel,Apparel,-,Atlanta,GA,33.7489954,-84.3879824
680,International Flavors & Fragrances,711,"$3,399 ",9.10%,$295.70 ,-27.00%,"$4,599 ","$10,804 ","7,300",Andreas Fibig,Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,New York,NY,40.7127753,-74.0059728
681,Aarons,692,"$3,384 ",5.50%,$292.50 ,110.00%,"$2,692 ","$3,266 ","11,900",John W. Robinson III,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,-,Atlanta,GA,33.7489954,-84.3879824
682,Alliant Energy,677,"$3,382 ",1.90%,$457.30 ,23.10%,"$14,188 ","$9,453 ","3,989",Patricia L. Kampling,Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,-,Madison,WI,43.0730517,-89.4012302
683,EQT,,"$3,378 ",110.00%,"$1,508.50 ",-,"$29,523 ","$12,565 ","2,067",David L. Porges,"Chairman, President &  Chief Executive Officer",Energy,Energy,-,Pittsburgh,PA,40.4406248,-79.9958864
684,Monster Beverage,721,"$3,369 ",10.50%,$820.70 ,15.20%,"$4,791 ","$32,404 ","2,589",Rodney C. Sacks,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,-,Corona,CA,33.8752935,-117.5664384
685,BMC Stock Holdings,712,"$3,366 ",8.80%,$57.40 ,86.00%,"$1,473 ","$1,314 ","9,100",David L. Keltner,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Atlanta,GA,33.7489954,-84.3879824
686,Ryerson Holding,753,"$3,365 ",17.70%,$17.10 ,-8.60%,"$1,712 ",$303 ,"3,600",Edward J. Lehner,"President, Chief Executive Officer &  Director",Materials,Metals,-,Chicago,IL,41.8781136,-87.6297982
687,Equifax,703,"$3,362 ",6.90%,$587.30 ,20.20%,"$7,233 ","$14,152 ","10,300",Mark W. Begor,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,-,Atlanta,GA,33.7489954,-84.3879824
688,Regal Beloit,690,"$3,360 ",4.20%,$213.00 ,4.70%,"$4,388 ","$3,225 ","23,600",Mark J. Gliebe,Chairman &  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Beloit,WI,42.5083482,-89.0317765
689,Old Dominion Freight Line,731,"$3,358 ",12.30%,$463.80 ,56.80%,"$3,068 ","$12,107 ","19,183",Greg C. Gantt,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Thomasville,NC,35.8826369,-80.0819879
690,American Water Works,678,"$3,357 ",1.70%,$426.00 ,-9.00%,"$19,482 ","$14,622 ","6,900",Susan N. Story,"President, Chief Executive Officer &  Director",Energy,Miscellaneous,-,Voorhees Township,NJ,39.8519447,-74.961517
691,BGC Partners,771,"$3,353 ",23.20%,$51.50 ,-49.80%,"$5,457 ","$4,119 ","9,238",Howard W. Lutnick,Chairman &  Chief Executive Officer,Financials,Securities,-,New York,NY,40.7127753,-74.0059728
692,Brinks,730,"$3,347 ",10.80%,$16.70 ,-51.60%,"$3,060 ","$3,609 ","62,150",Douglas A. Pertz,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA,37.5407246,-77.4360481
692,Meritor,730,"$3,347 ",10.80%,$16.70 ,-51.60%,"$3,060 ","$3,609 ","62,150",Douglas A. Pertz,"President, Chief Executive Officer &  Director",Business Services,Diversified Outsourcing Services,-,Richmond,VA,37.5407246,-77.4360481
694,Sentry Insurance Group,720,"$3,346 ",9.30%,$288.50 ,30.10%,"$17,302 ",-,"4,139",Peter G. McPartland,"Chairman, President &  Chief Executive Officer",Financials,Insurance: Property and Casualty (Mutual),-,Stevens Point,WI,44.5235792,-89.574563
695,Sanderson Farms,758,"$3,342 ",18.70%,$279.70 ,48.00%,"$1,733 ","$2,718 ","14,669",Joe F. Sanderson Jr.,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Production,-,Laurel,MS,31.6940509,-89.1306124
696,KapStone Paper & Packaging,715,"$3,316 ",7.70%,$243.50 ,182.30%,"$3,324 ","$3,341 ","6,400",Matthew Kaplan,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",-,Northbrook,IL,42.1275267,-87.8289548
697,Gartner,821,"$3,312 ",35.50%,$3.30 ,-98.30%,"$7,283 ","$10,684 ","15,131",Eugene A. Hall,Chief Executive Officer,Technology,Information Technology Services,-,Stamford,CT,41.0534302,-73.5387341
698,IAC/InterActiveCorp,705,"$3,307.20 ",5.30%,$304.90 ,-,"$5,867.80 ","$12,926 ",7000,Joseph Levin,Chief Executive Officer &  Director,Technology,Internet Services and Retailing,-,New York City,NY,40.7127753,-74.0059728
699,Tailored Brands,667,"$3,304 ",-2.20%,$96.70 ,287.50%,"$2,000 ","$1,234 ","18,200",Douglas S. Ewert,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Houston,TX,29.7604267,-95.3698028
700,WABCO Holdings,759,"$3,304 ",17.60%,$406.10 ,82.10%,"$4,323 ","$7,194 ","14,631",Jacques Esculier,Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Rochester Hills,MI,42.6583661,-83.1499322
701,Insperity,739,"$3,300 ",12.20%,$84.40 ,27.90%,"$1,064 ","$2,921 ","2,900",Paul J. Sarvadi,Chairman &  Chief Executive Officer,Business Services,Diversified Outsourcing Services,-,Houston,TX,30.0575359,-95.1902986
